Ligand_1000851 ,
Ligand_1000929 ,
Ligand_1000935 ,
Ligand_1001330 ,
Ligand_1001372 ,
Ligand_1001383 ,
Ligand_1001422 ,
Ligand_1001461 ,
Ligand_1001497 ,
Ligand_1001780 ,
Ligand_1002816 ,
Ligand_1002879 ,
Ligand_100336 ,
Ligand_1008975 ,
Ligand_1021009 ,
Ligand_10228 ,
Ligand_1022975 ,
Ligand_1022986 ,
Ligand_1023014 ,
Ligand_1023022 ,
Ligand_1023023 ,
Ligand_1023109 ,
Ligand_1023130 ,
Ligand_10251 ,
Ligand_10286 ,
Ligand_102928 ,
Ligand_1032571 ,
Ligand_1035032 ,
Ligand_1035041 ,
Ligand_1035043 ,
Ligand_1035305 ,
Ligand_1035563 ,
Ligand_1035808 ,
Ligand_1038718 ,
Ligand_1038720 ,
Ligand_1038782 ,
Ligand_1040948 ,
Ligand_1040951 ,
Ligand_1041075 ,
Ligand_1041615 ,
Ligand_1043848 ,
Ligand_1045060 ,
Ligand_1045062 ,
Ligand_1045063 ,
Ligand_104522 ,
Ligand_1045427 ,
Ligand_1045610 ,
Ligand_1045614 ,
Ligand_1045620 ,
Ligand_1045621 ,
Ligand_1045839 ,
Ligand_1045840 ,
Ligand_1045841 ,
Ligand_1045849 ,
Ligand_1045850 ,
Ligand_10658 ,
Ligand_1069873 ,
Ligand_1070185 ,
Ligand_1072008 ,
Ligand_10748 ,
Ligand_1075108 ,
Ligand_1075117 ,
Ligand_1075119 ,
Ligand_1078073 ,
Ligand_107905 ,
Ligand_1079178 ,
Ligand_1080587 ,
Ligand_1080594 ,
Ligand_108104 ,
Ligand_1085567 ,
Ligand_10858865 ,
Ligand_108770 ,
Ligand_1088805 ,
Ligand_1088809 ,
Ligand_1088810 ,
Ligand_1091384 ,
Ligand_1103814 ,
Ligand_1107528 ,
Ligand_11075707 ,
Ligand_1108431 ,
Ligand_1109326 ,
Ligand_1111845 ,
Ligand_1111901 ,
Ligand_1112325 ,
Ligand_1112430 ,
Ligand_1117052 ,
Ligand_112912 ,
Ligand_1130508 ,
Ligand_11349 ,
Ligand_1144816 ,
Ligand_1153436 ,
Ligand_1159691 ,
Ligand_1159996 ,
Ligand_1164648 ,
Ligand_1169188 ,
Ligand_1177264 ,
Ligand_1178978 ,
Ligand_11790 ,
Ligand_1180299 ,
Ligand_1180303 ,
Ligand_1181057 ,
Ligand_1182946 ,
Ligand_1182947 ,
Ligand_118328 ,
Ligand_1183466 ,
Ligand_11838264 ,
Ligand_11840825 ,
Ligand_11842476 ,
Ligand_1184513 ,
Ligand_1184516 ,
Ligand_1184526 ,
Ligand_1184527 ,
Ligand_1184566 ,
Ligand_1184574 ,
Ligand_1185379 ,
Ligand_1188419 ,
Ligand_1188476 ,
Ligand_118870 ,
Ligand_1192617 ,
Ligand_1192619 ,
Ligand_1193118 ,
Ligand_119835 ,
Ligand_120014 ,
Ligand_12003550 ,
Ligand_120586 ,
Ligand_1207331 ,
Ligand_1219334 ,
Ligand_1219562 ,
Ligand_1219565 ,
Ligand_1219573 ,
Ligand_1222626 ,
Ligand_1222655 ,
Ligand_12233955 ,
Ligand_1225604 ,
Ligand_1225703 ,
Ligand_1225766 ,
Ligand_1225917 ,
Ligand_12309904 ,
Ligand_1236027 ,
Ligand_1237609 ,
Ligand_1239204 ,
Ligand_1242688 ,
Ligand_1243980 ,
Ligand_1243992 ,
Ligand_1244139 ,
Ligand_1244163 ,
Ligand_1244168 ,
Ligand_1244202 ,
Ligand_1244287 ,
Ligand_1244303 ,
Ligand_1244310 ,
Ligand_1244317 ,
Ligand_1244328 ,
Ligand_1244356 ,
Ligand_1244455 ,
Ligand_1244992 ,
Ligand_1245020 ,
Ligand_1245033 ,
Ligand_1245179 ,
Ligand_1245189 ,
Ligand_1245243 ,
Ligand_1245247 ,
Ligand_1245259 ,
Ligand_1245277 ,
Ligand_1245281 ,
Ligand_1245426 ,
Ligand_1245453 ,
Ligand_1245494 ,
Ligand_1245525 ,
Ligand_1245573 ,
Ligand_1245644 ,
Ligand_1245648 ,
Ligand_1245652 ,
Ligand_1245693 ,
Ligand_1245763 ,
Ligand_1245772 ,
Ligand_1245773 ,
Ligand_1245787 ,
Ligand_1245881 ,
Ligand_1245921 ,
Ligand_1246023 ,
Ligand_1246043 ,
Ligand_1246058 ,
Ligand_1246064 ,
Ligand_1246140 ,
Ligand_1246163 ,
Ligand_1246204 ,
Ligand_1246213 ,
Ligand_1246235 ,
Ligand_1246259 ,
Ligand_1246370 ,
Ligand_1246410 ,
Ligand_1246456 ,
Ligand_1246500 ,
Ligand_1246522 ,
Ligand_1246523 ,
Ligand_1246564 ,
Ligand_1246577 ,
Ligand_1246581 ,
Ligand_1246585 ,
Ligand_1246624 ,
Ligand_1246705 ,
Ligand_1246738 ,
Ligand_1246743 ,
Ligand_1246781 ,
Ligand_1246794 ,
Ligand_1246809 ,
Ligand_1246861 ,
Ligand_1246888 ,
Ligand_1246890 ,
Ligand_1246915 ,
Ligand_1246976 ,
Ligand_1247170 ,
Ligand_1247205 ,
Ligand_1247225 ,
Ligand_1247275 ,
Ligand_1247313 ,
Ligand_1247314 ,
Ligand_1247318 ,
Ligand_1247331 ,
Ligand_1247413 ,
Ligand_1247427 ,
Ligand_1247446 ,
Ligand_1247449 ,
Ligand_1247466 ,
Ligand_1247498 ,
Ligand_1247506 ,
Ligand_1247676 ,
Ligand_1247723 ,
Ligand_1247736 ,
Ligand_1247756 ,
Ligand_1247792 ,
Ligand_1249504 ,
Ligand_1256581 ,
Ligand_1257078 ,
Ligand_1260981 ,
Ligand_1261041 ,
Ligand_1261801 ,
Ligand_1262761 ,
Ligand_1262763 ,
Ligand_1262787 ,
Ligand_1262797 ,
Ligand_1262799 ,
Ligand_1263077 ,
Ligand_1263102 ,
Ligand_1263810 ,
Ligand_1266390 ,
Ligand_1267566 ,
Ligand_1267860 ,
Ligand_1267935 ,
Ligand_1268215 ,
Ligand_1269077 ,
Ligand_1269245 ,
Ligand_1272788 ,
Ligand_1272867 ,
Ligand_1273405 ,
Ligand_1273923 ,
Ligand_1278058 ,
Ligand_1280899 ,
Ligand_1281796 ,
Ligand_1283023 ,
Ligand_1283602 ,
Ligand_1286801 ,
Ligand_1290838 ,
Ligand_1290985 ,
Ligand_12923820 ,
Ligand_1292719 ,
Ligand_1293047 ,
Ligand_1293767 ,
Ligand_1294316 ,
Ligand_1294943 ,
Ligand_1295104 ,
Ligand_1295146 ,
Ligand_1295176 ,
Ligand_1296710 ,
Ligand_1296811 ,
Ligand_1297079 ,
Ligand_1297175 ,
Ligand_1297899 ,
Ligand_1297921 ,
Ligand_1298074 ,
Ligand_1298304 ,
Ligand_1298411 ,
Ligand_1298593 ,
Ligand_1302440 ,
Ligand_1303059 ,
Ligand_1304877 ,
Ligand_1308383 ,
Ligand_1309515 ,
Ligand_1311547 ,
Ligand_1312355 ,
Ligand_13258915 ,
Ligand_1350503 ,
Ligand_1359919 ,
Ligand_1360052 ,
Ligand_1360162 ,
Ligand_1364822 ,
Ligand_1368233 ,
Ligand_1369493 ,
Ligand_1369565 ,
Ligand_1369817 ,
Ligand_1371537 ,
Ligand_1371612 ,
Ligand_13779704 ,
Ligand_1383010 ,
Ligand_13871877 ,
Ligand_1403142 ,
Ligand_1419903 ,
Ligand_1424892 ,
Ligand_1424963 ,
Ligand_1426442 ,
Ligand_1426443 ,
Ligand_142768 ,
Ligand_145726 ,
Ligand_145826 ,
Ligand_146181 ,
Ligand_146492 ,
Ligand_14727689 ,
Ligand_147795 ,
Ligand_14804630 ,
Ligand_14958196 ,
Ligand_1502144 ,
Ligand_1505052 ,
Ligand_1505266 ,
Ligand_1506209 ,
Ligand_1506834 ,
Ligand_1506895 ,
Ligand_1507322 ,
Ligand_1507389 ,
Ligand_1509812 ,
Ligand_1510444 ,
Ligand_1511043 ,
Ligand_1523146 ,
Ligand_1528093 ,
Ligand_1529904 ,
Ligand_1529905 ,
Ligand_1530303 ,
Ligand_1530351 ,
Ligand_1531494 ,
Ligand_1531973 ,
Ligand_1531974 ,
Ligand_1531987 ,
Ligand_1531999 ,
Ligand_1532704 ,
Ligand_1532705 ,
Ligand_1533461 ,
Ligand_1553891 ,
Ligand_1555258 ,
Ligand_1559030 ,
Ligand_1561191 ,
Ligand_1561494 ,
Ligand_156219 ,
Ligand_1562223 ,
Ligand_1563882 ,
Ligand_1563967 ,
Ligand_1563990 ,
Ligand_1564226 ,
Ligand_1566312 ,
Ligand_1567365 ,
Ligand_1567883 ,
Ligand_1567971 ,
Ligand_1576735 ,
Ligand_1576751 ,
Ligand_1576753 ,
Ligand_1578017 ,
Ligand_1578140 ,
Ligand_1578150 ,
Ligand_1579337 ,
Ligand_1579366 ,
Ligand_15800 ,
Ligand_1585210 ,
Ligand_1585899 ,
Ligand_1586762 ,
Ligand_1591020 ,
Ligand_1591269 ,
Ligand_1593883 ,
Ligand_15995207 ,
Ligand_15999612 ,
Ligand_16013338 ,
Ligand_1605164 ,
Ligand_161860 ,
Ligand_1626465 ,
Ligand_1631826 ,
Ligand_1637870 ,
Ligand_1638239 ,
Ligand_16390397 ,
Ligand_1640047 ,
Ligand_1640680 ,
Ligand_1641281 ,
Ligand_16413815 ,
Ligand_1642114 ,
Ligand_16433204 ,
Ligand_16433205 ,
Ligand_16435296 ,
Ligand_16436783 ,
Ligand_16437173 ,
Ligand_16437348 ,
Ligand_16437595 ,
Ligand_16437696 ,
Ligand_16437753 ,
Ligand_16438013 ,
Ligand_16438210 ,
Ligand_1644229 ,
Ligand_1644245 ,
Ligand_1644300 ,
Ligand_16445537 ,
Ligand_16445809 ,
Ligand_16445810 ,
Ligand_16449162 ,
Ligand_1645242 ,
Ligand_1645256 ,
